Review,Score
"
	Поступило предложение от банка на кредитную карту. Бесплатное обслуживание в первый год, год без % на покупки в первый месяц. До 60 дней на покупки с 31 дня и снятие наличных. Кэшбэк за покупки. Прекрасные условия. Согласилась, как оказалось зря! 

Получила карту в сентябре 2023, 11 сентября сделала первую покупку, 14 сенября сняла наличные 50 000р. Воспользовалась всеми преимуществами. В приложении видела информацию о беспроцентных периодах: 365 дней до 13 сентября и до 16 ноября на покупки с 31 дня и снятие наличных. Позже увидела, что дважды списали за страховку: 11 сентября и 11 ноября 844,4 и 846,44 руб. А я ведь в чате обращалась с просьбой проверить на подключение страховок и платных услуг! 

Внесла 15 ноября сумму задолжности которую увидела в приложении. Через пару дней вновь зашла в приложение и ужаснулась! Списали % за задолжность 4851,61! тут и страховки, на которые не соглашалась! По обращению по стаховкам вернули, но только 846,44р, объяснив, что могут только за 14 дней вернуть, более ранние списания не получиться! Вот так вот!! На мои вопросы откуда % и задолжность только общие фрзы, что для безпроцентного периода надо полностью погашать задолжность. Что я и сделала. Внесла 48325р - ровно ту сумму, что значилась в приложении. Ранее еще был возврат за покупку 275,35р, который пошел в погашение долга и 1400р вносила ранее. 

Повторюсь: сумма 48325р взята мною не с потолка. а из приложения банка. Её и внесла 15 ноября. Откуда долг и % объяснений вразумительных не получила. В интернете от товарищей по несчастью узнала, что у Альфа действует интересная схема погашения задолжности. Сначала погашается долг за первые покупки и далее по очередности. Таким образом если вы купите что-то по этой кредитке с 31 дня, надо полностью погашать всю задолжность! И никаких 365 дней безпроцентного периода! Вывела кредитку в ноль. Вероятно формально банк прав, если не считать ложных обещаний про год без%( Осадочек, как говориться остался! Крайне не рекомендую данный продукт банка. Внесла остаток задолжности около 15 тыс и вывела кредитку в ноль.
",4
"
	Добрый день. Оформила в офисе Альфа-банка стикер, при оплате в продуктовом магазине он не сработал. Обратилась в мобильный чат 1февраля в 16:14, с вопросом как активировать стикер. Ответила быстро специалист Людмила. Всё очень подробно рассказала. Оказалось, что очень легко активировать самостоятельно через мобильное приложение. Спасибо специалисту, очень сильно выручил и не оставил без покупке в магазине. 
",5
"
	Здравствуйте!
Не находила накопительный счёт, о котором видела рекламу, под 11 процентов годовых. Попросила мне подсказать в ссобществе банка в соцсетях. Мне подсказали, как его найти. Сначала не могла понять даже из объяснений. В процессе оператор учтони, что при переходе в раздел Новый счёт, а оттуда в Альфасчёт надо выбрать один з двух вариантов Альфасчёта, как раз там и будет нужный. Также сообщали, что такой счёт можно открыть только один и такая ставка платится, если в месяц тратить по карте от 100000 рублей. Если меньше тратить, то ставка будет меньше: от 20000 трат -10 процентов, до 20000 - 4. Отправлю переписку на почту. Спасибо!
",5
"
	Являлся ранее активным пользователем Альфа Банка, участвовал во всех акциях. 
В декабре была акция, в которой надо было пригласить 3х друзей за выплату в 10000р. Все действия выполнил со своей стороны. Сейчас они пользуются данным банком. Когда акция закончилась, я уточнил в поддержке когда будет выплата, на что мне ответили, что якобы вы в СПИСКАХ ПРИЗЕРОВОВ, но надо подождать след выплаты, так как один из друзей не в срок выполнил условия после получения карты. 
После окончания сроков выплаты, мне ничего не отправили. Несколько раз писал в поддержку, почему, мне отвечали какие то проблемы и надо подождать. Каждую неделю писал им в чат, и каждый раз получал ответ что вопрос открыт. Теперь мне отвечают, что один из друзей заводил карту ранее и не является новым клиентом, хотя там не было карты. 
В итоге пишу в поддержку, там вопрос почтоянно открыл и кормят завтраками. Не знаю в чем проблема, может мою выплату уже другие забрали, сам банк обманул на выплату, которую обещал.
",1
"
	Здравствуйте!
Я производила оплату коммунальных платежей через приложение Альфа Банка 7 февраля. В 19.18 я оплачила одну из квитанция по qr-коду. Захожу в ""Историю"" платежей, а там мой платеж отмечен как ""Заблокированная сумма"". Так как никогда до этого с такой ситуацией не сталкивалась, то мне стало тревожно и непонятно. Я сделала скрин с экрана и решила написать в чат в приложении. Чат бот мне ответил, что моя операция в обработке и подтверждение может занять до 5 или даже до 30 дней
Меня этот ответ не устроил и я решила позвонить к контактный центр. Я позвонила туда 7 февраля в 19.38. Ответила мне оператор Евгения. Она внимательно меня выслушала, задала вопросы для моей идентификации и идентификации моего платежа. Проверила платеж по базе и сказала, что сейчас всё будет хорошо. Платеж проведён и в ближайшее время в истории платежей я увижу операцию выполненной.
Сразу после разговора я зашла в приложение и в истории увидела, что операция выполнена.
Евгения очень быстро и оперативно решила мой вопрос. Мне не пришлось несколько дней думать, как же там мои деньги и не просрочила ли я платеж. 
Большое спасибо Евгении за вежливое общение и компетентную работу! Она помогла мне сохранить мои нервы в покое, решила вопрос с платежом, теперь он быстро дойдёт получателю, а не через 30 дней. 
Хорошо, что в контактном центре Альфа Банка работают такие операторы, которые помогут в любом вопросе.
",5
"
	7 февраля в 21:35 обратилась в чат бот банка по вопросу о выгадном вкладе. Альфа бот предложил Альфа - Вклад на условиях с самой выгодной ставкой — до 16%.Ставка уже открытых вкладов не изменится.Открыть можно не ограниченное число вкладов. Альфа бот за минуту дает полный развёрнутый ответ на все необходимые вопросы,  мЕня интересовала ставка и условия вклада. Также получила ответ на вопрос когда будет выплачиваться процент от вклада. Очень удобный и грамотно продуманный чач с автоматическими ответами у Альф-банка. Не нужно ни куда звонить и ждать оператора, экономит время. 
",5
"
	У меня есть кредитная карты 7058, по которой до марта 2022 года был лимит в 50 000₽ рублей на снятие наличных без комиссии и сумма 50 000₽ входила в льготный период. После марта 2022 года банк в одностороннем порядке убрал ээтот лимит и вернул его только летом 2023. Далее в ноябре или декабре Альфа банк установил лимит в размере 150 000 рублей и этот лимит действовал до 8 января 2024 года. До этого времени любые изменения по лимиту на беспроцентное снятие наличных без комиссии сопровождались смс или Push уведомлениями от Альфабанка. Я обратился в службу поддержки, где мне было сказано, что лимит
на снятие 150 000 рублей с кредитной карты (сумма входит в льготный период и нет комиссии за снятие) 7058 действует и после 8 января. Однако, когда я зашёл в мобильный банк 5 февраля, то лимит был 50 000 тыс. Банк никак не уведомил меня, что лимит будет изменён со 150 000 тыс до 50 000 начиная с февраля. Да банк присылал мне 27 декабря уведомление, что прежний лимит действует до 8 января, но далее тех поддержка сказала, что действие лимита продлевается, о его прекращении менян никто не уведомил.

Это называется ввод в заблуждение!!!!
",1
"
	Только сейчас дошли руки написать отзыв о работе горячей линии Альфа банка через звонок в приложении. 
20 декабря 23 года в 18:54 мне поступил на телефон звонок от ""представителей банка"", который назвал мое полное ФИО и сказал, что я оформила заявку на кредит в Альфа Банке, которую я ествественно никуда не отправляла.
Звонок длился меньше минуты, но исходя из знаний ФИО и данных, где у меня открыты счета в банках, я конечно начала переживать. Скинула звонок и позвонила через приложение в банк уже в 18:55.
К консультации присоединился мужчина, к сожалению, имени я уже не помню и быстро проверил текущие заявки на кредиты, который, конечно, не оказалось. Также смог проконсультировать по поводу дальнейших инструкций в таких ситуациях (например теперь я знаю, что можно рассказать о мошенниках, заполнив форму, прямо в чате, что я и сделала при следующей звонке уже 27 декабря, а также рассказал, что можно узнать служебный внутренний номер и позвонить на линию, уточнив работает ли такой человек).
В общем очень благодарна поддержке Альфы, т.к мошенники сейчас знают уже всю информацию и порой сложно отличить реального сотрудника от вора.
",5
"
	Здравствуйте!
У меня изменился вид главного экрана приложения, и я не понимала, где теперь смотреть предложения партнёров. С этим вопросом обратилась в чат. И потеряла несколько часов. Сначала мне писали про фильтры. Говорю, а прич1м тут фильтры, если я вообще не вижу предложений партнёров и спросила Вас об этом? 

Потом мне написали и дали ссылку на раздел ""Весь Ваш кешбек"", где, конечно же, предложений партнёров не оказалось. В итоге всё-таки - после того, как ещё несколько раз спросила операторов и поговорила с автоответчиком (мне даже вместо того, чтобы просто ответитьна вопрос, предлагали перустановить приложение) - очередной оператор мне ответил, что предложения партнёров теперь надо смотреть в разделе ""Кешбек и сервисы"", и тогда я всё нашла. Вышлю переписку с банком.
",4
"
	Здравствуйте! Я спросила в чате мобильного приложение Альфа-банка, что такое сервис, так как в приложении я увидела акцию по кешбэку за первую покупку в Самокате - в сервисе. Вот я и спросила, что такое сервис. Мне ответили, что это приложение Самоката. 

Я уточнила, а сайт Самоката - это не сервис? И нельзя ли там оплатить? И мне толком сразу операторы не могли ответить. Но в итоге ответили, что сервис - это и сайт, и приложение магазина Самокат. И покупку мне можно оплатить и там, и там (и в приложении можно оплатить, и на сайте этого партнёра), чтобы поучаствовать в акции и получить кешбэк. Вышл фото обращения в чат.
",5
"
	Хочу выразить благодарность Альфа-банку за отличное обслуживание. Недавно у меня возникла проблема с доступом к моим средствам из-за того, что я не мог использовать интернет. Оператор Анна, с которым я связался позже в приложении, перевела меня на более компетентного в этом вопросе оператора Викторию. А уже она она обьяснила, что для моей проблемы есть несколько путей решения, например: можно совершать покупки физической картой или воспользоваться банкоматом, но на крайний случай всегда недалеко есть отделение банка. Виктория подробно и понятно разъяснила все возникшие у меня трудности, помогла разобраться с ситуацией и предложила наиболее оптимальное решение проблемы.
Я приятно удивлен тем, насколько оперативно и грамотно сотрудники банка отреагировали на мою проблему и помогли ее решить. Это действительно высокий уровень сервиса, который редко где встречается.
",5
"
	Счет в банке был открыт давно, примерно в 2019. Так как он не поворотливый пришлосьоткрыть счет в другом банке. В итоге этим счетом перестали пользоваться. Последняя операция была в июне 2020г. И было все нормально, банк не брал комиссию, движения по счету не было. И вдруг откудато-то взялась комиссия. Читаете их сказки, которые они сейчас в рекламе про ""бесплатное обслуживание"" пишут? Не будьте наивными- заманивают. У меня за декабрь и январь прошедшие вдруг по 1990,00 =3980,00. 

И никакого движения по счету не было. Попыталась закрыть счет - не получилось. Ошибку писал. Только сегодня получилось отправить заявление. На днях ко мне обратился мой клиент - бух.учет веду у него. Говорит, вот мне Альфу предлагают. Перейди по ссылке и будет тебе счастье. Сразу сказала- даже не вздумай. Согласился со мной. Теперь, как я понимаю, банк подаст в суд на нашу организацию. 

Скорее всего, это будет судебный приказ. Мы его отменим, а дальше будет процесс. И вот там я уже спрошу представителя недоБанка, с чего это вдруг решили комиссию начислять? И не надо говорить, что в договоре чего-то написано.Судя по всем признакам, банк знал, что счет мы не используем, его сотрудники даже не пытались узнать, нужен ли нам счет. И банк не брал деньги. 

Выходит, я правомочно считала, что это нормально. Тем более, банк сам об этом на каждом углу в рекламе кричит. Банк не уведомил о том, что начнет взымать плату. У меня не было возможности закрыть счет до начисления этой оплаты. Так что в суде будет жарко. Даже если по упрощенке .

Вопрос взят в работу. В течение 5 дней, а может, и раньше мы дадим вам о
",1
"
	Добрый день! Открыл накопительный альфа счет ! Сотрудник банка сказала, что в первые два месяца будут начисляться приветственные 16% годовых. Открыв приложение, увидел, что ставка за первый месяц будет 4% годовых. Был вынужден вернуться в банк, и уже другой (второй) сотрудник банка сказала, что это ошибка приложения и на следующИй день все изменится (16%). 

Этого не произошло! Обратился в чат банка и выяснилось, что был ранее открыт альфа счет от 29.09.2019 и поэтому отказано в приветственных %. В решении по обращению в банк также отказано.в этом вопросе! И получается что за некорректную консультацию клиент банка несет финансовые и временные потери! И это ужасно!
",1
"
	Открыл карту по вашей классной рекламе,  мол бесплатное обслуживание и тд. 2 месяца захожу картой так не разу и не пользовался и мне прилетает комиссия за какое то банковское обслуживание 300 р,якобы у вас включена у слуга хотя я ничего не включал, в возрате средст отказали, ,буду обращаться  в суд , показывать скрины с оф сайта где сказано бесплатное обслуживание а также аудизапись их представителя который мне ету карту впарил как ни за че платить не надо. стыд и позор таким обманом заниматься
",1
"
	В социальных сетях увидела новый продукт банка Alfa Onli и очень заинтересовалась данным продуктом банка,в рекламе были указаны все привилегии,но условий по обслуживанию не было и я обратилась в официальное сообщество в соц сети с вопросом по продукту банка. 

Очень быстро,мне ответил специалист в 14:54 и подробно рассказал о продукте,так же пояснил,что это премиальный пакет услуг ,есть условия и если не выполнять условия,то пакет будет стоить 2990 руб в месяц. Решением моего вопроса Я осталась довольна, выражаю благодарность специалисту. Дополнение к отзыву отправлено Вам на электронную почту.
",5
"
	Анастасия -замечательный сотрудник Альфа -банка. 04.12.23 она привезла кредитную карту, предварительно позвонив и уточнив,дома ли я. Очень грамотный,и в то же время душевный специалист. Рассказала подробную информацию по кредитной карте Альфа. А ещё помогла отключить платные уведомления по карте. Спасибо Анастасии и Альфа-банку за замечательный сервис!
",5
"
	Иногда бывает надо сделать довольно крупную покупку и конечно хотелось бы, чтобы за это был начислен кэшбек. Перед совершением такой покупки решил выяснить какая максимальная сумма покупки на которую может быть начислен кэшбек. 7 февраля в 13:39 решил написать в чат в приложении, ответила мне оператор Камилла. 

Камилла очень ответственно подошла к моему вопросу, она рассказала не только про максимальную сумму покупки, но и про минимальную. Ответ был четким и понятным, оператор вежливо со мной общалась. Оказалось, что максимальная сумма покупки на которую может быть начислен кэшбек это 100 000 руб, а минимальная 100 руб. Большое спасибо Камилле, что помогла мне разобраться в этом вопросе.
",5
"
	Банк обманывает, когда говорит, что деньги за страховку кредита можно вернуть при досрочном погашение кредита
Оформлял кредит наличными, сотрудница банка сказала, что без страховки % по кредиту будут выше и предложила оформить страховку, мотивируя меня тем, что смогу забрать деньга, если кредит выплачу раньше.
Обман банка заключается в том, что заключают 2 договора на страховку, один договор на 10К, второй на 100К. Так вот, первая страховка предусматривает возврат денег, вторая нет. Хотя сотрудница банка уверяла, что вернуть деньги можно по двум договорам. НЕ ВЕРЬТЕ, перечитывайте договора и просите показать, где прописано, что деньги возвращаются по двум договорам!
",1
"
	Решил узнать подробности Акции «Киберпонедельник», хотелось узнать как совершить покупку, чтобы получить кэшбек. 28 января в 13:09 написал в чат, ответила мне оператор Алина. Алина  все подробно и четко расписала, она рассказала где можно посмотреть партнёров, до какого числа идёт акция, а так же когда поступит кэшбек. Я во всем разобрался и совершил покупку, большое спасибо Алине, что помогла мне разобраться в этом вопросе.
",5
"
	7.02.2024 я зашла в свой банк , хотела посмотреть операцию, которую я совершила 4.02. Дело в том, что я выбрала категорию кешбэка на аптеку (5%) и сделала покупку на приличную сумму в аптеке, но обнаружила, что эта операция обработалась, но кэшбэка снизу под операцией я не обнаружила, в связи с этим, я обратилась в чат банка , где мне ответила Ксения)
Ксения вам спасибо за ответ, а то я уже стала переживать, что бонуса не будет. Мне пояснили, что кешбэк обрабатывается от 4 до 10 дней, когда-то может быстрее, а когда-то медленнее. Также пояснила что если кешбэк учавствует в какой-то акции, то его рассчитают чуть позднее, чем закончится эта акция. Спасибо за быстрый ответ , все четко и понятно, кэшбэк за аптеку мне не обходим и только в этом банке, каждый месяц присутствует эта категория у меня, поэтому однозначно буду выбирать вас. 
Скриншоты диалога у вас на почте)))
",5
"
	начитавшись негативных отзывов о подключенных другими банками в одностороннем порядке платных услугах, решил на всякий случай проверить не подключены ли платные услуги к моей дебетовой альфа-карте. 6.02.2024 задал в онлайн-чате вопрос о наличии подключенных платных услуг к карте. 

Оператор Светлана очень быстро подключилась, после минутной проверки ответила, что платных услуг не подключено. Более того, подробно расписала линейку бесплатных услуг по моей карте с  указанием случаев, в которых будет применена комиссия. Ответ полный, подробный. очень доволен! Скрины переписки отправил на почту responses@banki.ru
",5
"
	Хочу осуществить досрочный платеж по ипотечному кредиту с сокращением срока. Денег на счету достаточно для оплаты ежемесячного платежа и + сумма, которую хочу внести. Несмотря на это, Банк отказывается принимать данный платеж как досрочное погашение с сокращением срока кредита и пишет какую-то ересь в приложении о недостаточности средств для сокращения срока. 

Поддержка разводит руками и ждет ответа от отдела сопровождения (у которого заканчивается рабочий день в 15:00 по Московскому времени…). При этом, по правилам банка заявление на досрочное погашение я должен сделать заранее (банк находится в средневековье до сих пор). В офисе Банка также ничем не могут помочь и ничего не знают. Кто-то компетентный на весь Банк работает воообще? Видимо, придется в претензионном/судебном порядке просить соблюдать 315 ГК РФ
",1
"
	Очень возмущена такой высокой позицией банка в рейтинге! У меня только худшие факты о них! НЕ ДОВЕРЯЙТЕ ИМ СВОИ ДЕНЬГИ! 
3 недели заблокирована карта и счёт! НИКАКИЕ МОИ ДЕЙСТВИЯ по инструкции доп офиса и Горячей линии не помогают! 
Понимаю, главное, чтобы раздавать кредиты, надо где-то брать денежные средства! Вот и:
- Блокируют карты со средствами своих уже имеющихся клиентов без законного оповещения, что карта заблокирована, без какого-либо старания её разблокировать! 
- Тянут с ответами на обращения по Горячей линии, не соблюдая ни один законный срок ответов. 
- Отказывают в приёме претензий и жалоб при появлении новых деталей, объясняя, что обращений уже итак много. 
- Блокируют Приложение. Почему? Нельзя толтко действия с карт и счёта заблокировать? Почему нельзя получать доступ к информации по своим же деньгам и видеть то, что предлагает банк? 
ИСТОРИЯ:
- Более 6 раз просиживала в доп офисе  Красногорск-МО по 3-5час и результата нет никакого. 
- Менеджеры в этом доп офисе с кем-то постоянно переписываются (не говорят, с кем), но ответов не получают и решений нет. 
- На отправленные менеджерами требуемых с меня документов 19,24,30янв присылают мне ответы с одним и тем же текстом выслать ЭТИ ЖЕ документы. Впечатление, что овечает робот по шаблону. 
- Письменные обращения руководству доп офиса дали только ответы на мэйл с содержанием, что обязаны проверять и опять прислать те же документы. 
- НЕТ вааще НИКАКОЙ Согласованности между доп офисом, между теми, кто заблокировал карту и кто отвечает на вопросы мне на мэйл и кто иногда отвечает менеджеру. Впечатление, что все на РАЗНЫХ Планетах ине хватает Илона Маска! 
- 1/02 по мэйлу посоветовали перевести деньги и закрыть счёт. 2/02 менеджеры не смогли, т к стоит блокировка 200 и 700. 
- Выставили долг за комиссию со снятия своих же наличных с кредитной карты (пополненных мною же моими же деньгами с приложения сверх предоставляемых кретрм), хотя в тарифах значится, что комиссий нет. Оплатила с доп комиссией. 
- 5/02 после выходных менеджер начал заново процесс закрытия счёта, были уже введены реквизиты банка перевода денег, мной получены все смс и введены менеджером и... опять ""стоп"" по неизвестной менеджеру причине. Его письма опять остаются без ответа! 
- Вечером этого дня вижу дневной мэйл от банка, что нужны ещё документы. Т е он выслан раньше моего присутствия в доп офисе. Менеджер в доп офисе НЕ ВИДИТ всей моей истории! КАК ЭТО? 
- Более того каждый новый менеджер начинает историю заново. У него нет доступа к старой истории! Менеджерам на каком-то определённом этапе те, кто свыше, не отвечают! 
- При звонке в головной офис последовал ответ, что я могу лишь привезти им своё обращение и сдать лично. Заниматься разблокировкой они не будут, этим занимаются доп офисы. Но доп офисы НЕ МОГУТ ЭТОГО СДЕЛАТЬ без СОГЛАСОВАНИЯ с кем-то наверху, не получают ответов! 
КТО тогда РАЗБЛОКИРУЕТ счёт и карту? 
ГДЕ СОГЛАСОВАННОСТЬ ДЕЙСТВИЙ И ПРОГРАММ доп офисов и головного офиса или тех, кто держит блокировку? 
Что делать? Куда обращаться? Сумма на карте - огромная! Для меня  пенсионерки, это пенсия за 2года!
Реклама банка идёт активная. Даже за эти 3 недели в доп офисе стали сидеть в очереди часами на 15-20 чел больше, чем в начале моей истории, чтобы стать клиентами, взять кредиты... И это тоже НЕНОРМАЛЬНО! Альфа Банк и его доп офисы уже не справляются с объёмом набранных клиентов! А зовёт и зовёт новых! 
ПОМОГИТЕ! 
Готова предоставить все детали, номера обращений и их даты. Все их неразумные, шаблонные, не соответствующие истории ответы. 
КУДА ОБРАЩАТЬСЯ? 

",1
"
	В мобильном приложении банка отображается акция Самокат 14% кэшбэка,Я захотела воспользоваться,но нигде нет информации о максимальной сумме , которую можно получить с покупки. Я, обратилась в онлайн чат банка с вопросом по максимальной сумме кэшбэка, виртуальный помощник перевел на специалиста Эллу в 13:30,которая в рамках чата пояснила,что информацию по максимальному кэшбэку или минимальной сумме покупки партнёр не предоставил. Решением моего вопроса Я осталась довольна, выражаю благодарность специалисту. Дополнение к отзыву отправлено Вам на электронную почту.
",5
"
	Пользуюсь услугами Альфа-банка с августа 2023 года. И недавно банк запустил свой маркетплейс Альфа маркет в своём мобильном приложении. И в честь запуска у банка была акция 10% кешбэка до 31 января 2024 года. А у меня в январе 2024 года, была выбрана категория кешбэка техника и я подумал, что возможно данные кешбэки сложатся в целых 15%, но перед покупкой решил всё же уточнить в поддержке.
С этим вопросом 19 января 2024 года в 14:13 я обратился в поддержку Альфа-банка через мобильное приложение. Сотрудница Гаяне поприветствовала меня и попросила немноговремени для ответа на мой вопрос. Спустя 3 минуты, Гаяне поблагодарила меня за ожидание и дала мне чёткий и ясный ответ. Оказалось, что, к сожалению кешбэки не складываются, как я думал. Огромное спасибо Гаяне за разъяснение моего вопроса и помощь в избегания возможных недопониманий в будущем, если бы я совершил покупку, думая о том, что кешбэки сложатся.
После ответа на мой вопрос Гаяне написала, что если у меня появятся ещё вопросы, я могу всегда задать их команде поддержки Альфа-банка. Качеством обслуживания поддержки Альфа банка я очень доволен. А сотрудница Гаяне дала мне четкий и ясный ответ мой вопрос, большое ей спасибо.
",5
"
	Всем привет, оформила карту  Альфа-Банк в ноябре и получила за это денежный бонус от банка, затем долго не пользовалась картой. В 30 декабря пришла смс от банка, что спишут 149 рублей за услугу ""Бесплатные переводы"", чтобы не списали нужно было потратить 10000 рублей, снова забыла про эту карту и смс, захожу в альфа банк, а там баланс (минус) -149 рублей. Решила обратиться в подержку банка 29 января, мне ответил Иван, он мне всё объяснил, сказал, что списали за услугу бесплатные переводы (я так и поняла), я ответила, что не знала, что у меня она была подключена и попросил вернуть деньги, спустя 3 минуты мне ответила Арина, сказала, что услугу отключила и деньги (149 рублей) за услугу вернула, за что я ее и поблагодарила. Хочу сказать спасибо Альфа-Банку за то, что они возвращают деньги и отдельное спасибо за оперативную помощь консультантам Ивану и Арине. Советую Альфа-Банк!
",5
"
	Оформила карту Альфа - банка по ссылке, где было указано, что при совершении первой покупки кэшбэк 1000 рублей. Всё супер, выпустили виртуальную карту, хотела в этот же день оформить покупку на маркетплейсе, но даже не смогла увидеть полностью номер этой карты, нужно было дождаться пластик, который мне должны были привезти 7.02. 
Вовремя привезли пластиковую карту раньше назначенного времени на 2 с лишним часа, но да ладно, даже хорошо, смогу заказать то, что хотела накануне. Спросив про акцию у представителя в виде кэшбэка 1000 рублей, сказала, что она точно не может меня сориентировать, так как не видит, по какой ссылке я оформила данную карту, у них нет этих сведений, поэтому лучше спросить в чате или на горячей линии. Представитель всё рассказал,  сказал, что у меня будет 2 дебетовые карты (виртуальная и физическая), виртуальную можно закрыть, если нет в ней смысла, что мы сразу с представителем и сделали в приложении.  
Я получила карту и решила сразу написать в чат, точно ли будет работать эта акция на меня, так как видела некоторые отзывы (в том числе здесь) о том, что акция завершилась и тд.
На что мне говорят, что я оформила карту по нужной ссылке, но виртуальную, которую мы с представителем закрыли, поэтому мне никакого кэшбэка не светит. Вот так ! Из-за своей ошибки страдают клиенты, но скорее всего это сделано намеренно. Главная задача - чтобы вы оформили карту, а дальше взятки гладки, как говорится🙌🏼Плюс к этому вам автоматически прикрепляют кредитный счёт к дебетовой карте, оно и понятно, банку же нужно как- то свои продукты продвигать. Но а что если я не хочу ? Никто не спрашивает. 
Хотите хоть какую - то гарантию иметь на получение кэшбэка и остаться без всяких лишних кредиток, брокерских счетов и дополнительных карт, которые вам не нужны, то это не в этот банк однозначно ! 
",1
